Epoch:1	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.003
Epoch:2	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:2	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.003
Epoch:2	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:2	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.009
Epoch:3	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.015
Epoch:3	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.003
Epoch:3	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.019
Epoch:3	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:3	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.003
Epoch:3	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:4	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:4	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.003
Epoch:4	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:4	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:4	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.003
Epoch:4	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:4	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:4	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.003
Epoch:4	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.003
Epoch:4	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.003
Epoch:4	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.004
Epoch:4	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:4	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.005
Epoch:4	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:5	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.010
Epoch:5	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.003
Epoch:5	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.003
Epoch:5	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.024
Epoch:5	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:5	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.003
Epoch:6	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:6	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:7	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.003
Epoch:7	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.005
Epoch:7	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.001
Epoch:7	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:7	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.001
Epoch:7	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:8	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.003
Epoch:8	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:8	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.020
Epoch:8	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.003
Epoch:8	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.003
Epoch:8	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.013
Epoch:8	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.007
Epoch:8	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:8	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:8	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:8	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.003
Epoch:8	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:8	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.001
Epoch:8	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.033
Epoch:9	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.003
Epoch:9	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:9	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.019
Epoch:9	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.003
Epoch:9	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.003
Epoch:9	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.003
Epoch:10	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:10	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.004
Epoch:11	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.011
Epoch:11	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.003
Epoch:11	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.034
Epoch:11	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:11	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:12	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.011
Epoch:12	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.015
Epoch:12	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.005
Epoch:12	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.003
Epoch:12	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.003
Epoch:12	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:12	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.003
Epoch:12	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.003
Epoch:13	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.001
Epoch:13	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:13	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:14	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.003
Epoch:14	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.003
Epoch:14	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:14	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.001
Epoch:14	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.005
Epoch:15	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.001
Epoch:15	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.004
Epoch:15	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.003
Epoch:15	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.003
Epoch:15	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.004
Epoch:15	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:15	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.003
Epoch:16	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.003
Epoch:16	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.003
Epoch:16	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.016
Epoch:16	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:16	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.003
Epoch:17	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.009
Epoch:17	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.003
Epoch:17	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:17	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.003
Epoch:18	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.006
Epoch:18	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.003
Epoch:18	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:18	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.001
Epoch:19	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.004
Epoch:19	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.003
Epoch:19	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:19	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.025
Epoch:19	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.007
Epoch:20	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.001
Epoch:20	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.003
Epoch:20	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.003
Epoch:20	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.044
Epoch:20	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.001
Epoch:20	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.002
Epoch:20	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.003
Epoch:21	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.007
Epoch:21	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.005
Epoch:21	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.003
Epoch:21	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.003
Epoch:21	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.003
Epoch:21	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:21	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.001
Epoch:21	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.003
Epoch:22	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.003
Epoch:22	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.073
Epoch:22	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:22	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.001
Epoch:22	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.002
Epoch:22	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.004
Epoch:22	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:22	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.001
Epoch:22	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:22	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:22	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.005
Epoch:22	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:22	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.014
Epoch:22	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:91	 TrainedSample:11648	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:121	 TrainedSample:15488	 TotalSample:50000	 Loss:0.006
Epoch:23	 Step:151	 TrainedSample:19328	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:181	 TrainedSample:23168	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:211	 TrainedSample:27008	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:241	 TrainedSample:30848	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:271	 TrainedSample:34688	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:301	 TrainedSample:38528	 TotalSample:50000	 Loss:0.001
Epoch:23	 Step:331	 TrainedSample:42368	 TotalSample:50000	 Loss:0.002
Epoch:23	 Step:361	 TrainedSample:46208	 TotalSample:50000	 Loss:0.003
Epoch:23	 Step:391	 TrainedSample:50000	 TotalSample:50000	 Loss:0.004
Epoch:24	 Step:1	 TrainedSample:128	 TotalSample:50000	 Loss:0.002
Epoch:24	 Step:31	 TrainedSample:3968	 TotalSample:50000	 Loss:0.002
Epoch:24	 Step:61	 TrainedSample:7808	 TotalSample:50000	 Loss:0.004
